,f1,f2,f3,f4,fold_index,f5,f6,f7,f8,f9
0,0.4276569100284769,0.23903821677794,0.17976843892907116,0.15353643426451188,0.0,,,,,
1,0.46934227552974117,0.24840284141031466,0.1963419180016783,0.08591296505826591,1.0,,,,,
2,0.3838563745290584,0.21242378928671077,0.16928830657234947,0.12418767459350244,2.0,0.046627136453307606,0.01814572460985014,0.023142380503888706,0.014452435204058717,0.007876178247273569
3,0.46610076666354144,0.24941440874074278,0.20525676120946637,0.07922806338624926,3.0,,,,,
4,0.3915629741063701,0.2139507261161083,0.14278900030201658,0.002287030948864024,4.0,0.030531821605520135,0.016608665883086234,0.15226278418953496,0.039218380264649876,0.010788616583849928
