,best_params,fold_index,mae,mae_median,mse,r2
0,"{'bootstrap': True, 'criterion': 'mse', 'min_samples_leaf': 4}",0,-0.7705843356819224,-0.6575660950562876,-0.9199557609083403,0.043594616095241956
1,"{'bootstrap': True, 'criterion': 'mae', 'min_samples_leaf': 1}",1,-0.8027976982650903,-0.6913091210722441,-1.0029572727625937,-0.027307136743355054
2,"{'bootstrap': True, 'criterion': 'mae', 'min_samples_leaf': 1}",2,-0.828468073526471,-0.7027465499032238,-1.0664871376700893,-0.06322485892038432
3,"{'bootstrap': True, 'criterion': 'mae', 'min_samples_leaf': 1}",3,-0.7993974101849823,-0.6663264956814823,-1.029233452790055,-0.018295418453300405
4,"{'bootstrap': True, 'criterion': 'mse', 'min_samples_leaf': 2}",4,-0.8138129710073336,-0.6940085795533528,-1.0257893331650934,0.013438657060345638
