,best_params,fold_index,mae,mae_median,mse,r2
0,"{'bootstrap': True, 'criterion': 'mse', 'min_samples_leaf': 5}",0,-0.5759683525803989,-0.4740170289409088,-0.5340189759161561,0.47241292582865047
1,"{'bootstrap': True, 'criterion': 'mse', 'min_samples_leaf': 5}",1,-0.5713822379379622,-0.4763711211797159,-0.5243491590984075,0.4715553097689267
2,"{'bootstrap': True, 'criterion': 'mse', 'min_samples_leaf': 5}",2,-0.563416601844378,-0.47142555588891744,-0.5126660225537613,0.4721312964007023
3,"{'bootstrap': True, 'criterion': 'mse', 'min_samples_leaf': 5}",3,-0.5710972128956124,-0.4729532758894792,-0.5248034345643104,0.4722201814604562
4,"{'bootstrap': True, 'criterion': 'mse', 'min_samples_leaf': 5}",4,-0.572840477653527,-0.4769493022341873,-0.5280818140640151,0.4868747687585433
