,best_params,fold_index,mae,mae_median,mse,r2
0,{'alpha': 0.001},0,-0.6015622516589594,-0.4131192848939571,-0.7382843153506761,0.272915308018825
1,{'alpha': 0.001},1,-0.6224848285943498,-0.42986250717800123,-0.784099589487596,0.25643743729200397
2,{'alpha': 0.001},2,-0.5812056843884283,-0.400768819456265,-0.6924632492319803,0.2666195110518036
3,{'alpha': 0.001},3,-0.5956179382107858,-0.414548602270307,-0.7160469076738291,0.2733881554772041
4,{'alpha': 0.001},4,-0.5973427248837688,-0.4205296830416075,-0.726282386717674,0.27453974891901367
