,best_params,fold_index,mae,mae_median,mse,r2
0,{'C': 0.01},0,-0.7438471983226971,-0.6134960707414302,-0.9077318384445842,0.05630286333229095
1,{'C': 0.01},1,-0.7523304824322249,-0.6285325533828022,-0.934880705516001,0.04242219797175162
2,{'C': 0.01},2,-0.7702108404332147,-0.6668140520032876,-0.9239062337965027,0.07891990405999205
3,{'C': 0.01},3,-0.7666789148497933,-0.6338774195669317,-0.9542438520329074,0.05589724082690872
4,{'C': 0.01},4,-0.794580501740043,-0.6639631261274863,-1.005825709182249,0.032638836911784486
