,p1_polar,p1_size,p1_flex,p1_h_doner,p1_h_acceptor,p1_pi_doner,p1_pi_acceptor,p1_polarisable,p1_sigma,p1_branch,p2_polar,p2_size,fold_index
0,0.1036647718616193,0.11890738786508939,0.12446652881157458,0.1549887246464282,0.08353612796392788,0.06389037781443731,0.09899302787946977,0.09327612575488986,0.031150675562417574,0.020108303731509323,0.08382248779898417,0.023195460309652624,0.0
1,0.18204300013956423,0.1979548248952808,0.04083214391460399,0.09304494439169363,0.27433852163200734,0.03715708812260536,0.00987470656278704,0.07420008818151236,0.06486237446763765,0.003999999999999959,2.3690329665326844e-17,0.021692307692307667,1.0
2,0.17805647425362683,0.16119945414863476,0.10603593805595063,0.12261649320314025,0.08473071758095341,0.09688678395152282,0.06418280794971888,0.029722961128271025,0.026235416943604224,0.0929726884999198,0.037360264284657385,,2.0
3,1.0,,,,,,,,,,,,3.0
4,1.0,,,,,,,,,,,,4.0
