,best_params,fold_index,mae,mae_median,mse,r2
0,"{'alpha': 0.03, 'l1_ratio': 0.03}",0,-0.7579628829991077,-0.7291687318477611,-0.8742720104160991,-0.04456921927571278
1,"{'alpha': 0.03, 'l1_ratio': 0.001}",1,-0.6597411232810385,-0.5664238835780754,-0.6226231779338393,0.1662082648423372
2,"{'alpha': 0.03, 'l1_ratio': 0.03}",2,-0.8257616377850857,-0.7979987907007013,-1.0635052207487907,0.12811035881023147
3,"{'alpha': 0.03, 'l1_ratio': 0.03}",3,-0.8200698099742059,-0.772835491525773,-0.9293623566896339,0.30534153355799754
4,"{'alpha': 0.03, 'l1_ratio': 0.00825}",4,-0.8626517706936722,-0.8828237687503642,-0.9855495457923243,-0.30887814554963855
