,best_params,fold_index,mae,mae_median,mse,r2
0,"{'alpha': 0.001, 'l1_ratio': 0.03}",0,-0.12776121535437554,-0.06957765889257006,-0.08983350986077022,0.9454779519105881
1,"{'alpha': 0.001, 'l1_ratio': 0.03}",1,-0.11438500487254111,-0.09373648410971347,-0.02866530307907846,0.9658858010616956
2,"{'alpha': 0.001, 'l1_ratio': 0.03}",2,-0.09824820443016943,-0.060072891970008924,-0.020876192928041166,0.9727210494726932
3,"{'alpha': 0.001, 'l1_ratio': 0.03}",3,-0.09737190500783523,-0.07093278887190319,-0.021575789136480696,0.9695060793515352
4,"{'alpha': 0.001, 'l1_ratio': 0.03}",4,-0.13532166124330183,-0.06610856338753952,-0.054640559188374065,0.9515565701857253
