,best_params,fold_index,mae,mae_median,mse,r2
0,"{'bootstrap': True, 'criterion': 'mse', 'min_samples_leaf': 1}",0,-0.6329511267788861,-0.5459173043569232,-0.6191002617778195,0.013127318186654247
1,"{'bootstrap': True, 'criterion': 'mse', 'min_samples_leaf': 3}",1,-0.48122518072414466,-0.4517657694787536,-0.33678227095522817,0.04208476888018775
2,"{'bootstrap': True, 'criterion': 'mae', 'min_samples_leaf': 4}",2,-0.922389736208767,-0.6938389626903332,-1.6806966743978244,0.09921034239213922
3,"{'bootstrap': True, 'criterion': 'mse', 'min_samples_leaf': 1}",3,-0.7165082268320867,-0.4237296866537107,-1.216263801908368,0.01483882318134444
4,"{'bootstrap': True, 'criterion': 'mse', 'min_samples_leaf': 2}",4,-0.592870772271861,-0.4652467830556881,-0.7068852993426372,0.31552973976154686
