,best_params,fold_index,mae,mae_median,mse,r2
0,"{'bootstrap': True, 'criterion': 'mae', 'min_samples_leaf': 5}",0,-0.445128205128205,-0.09,-0.47050769230769235,-0.09425412844036685
1,"{'bootstrap': True, 'criterion': 'mae', 'min_samples_leaf': 5}",1,-0.38923076923076927,-0.16,-0.3426051282051283,-0.13777816593886505
2,"{'bootstrap': True, 'criterion': 'mae', 'min_samples_leaf': 4}",2,-0.5774358974358973,-0.16,-0.7248820512820512,-0.13430617283950608
3,"{'bootstrap': True, 'criterion': 'mae', 'min_samples_leaf': 5}",3,-0.6617948717948718,-0.4,-0.8694384615384615,-0.06818731825525037
4,"{'bootstrap': True, 'criterion': 'mae', 'min_samples_leaf': 5}",4,-0.3907894736842106,-0.1,-0.3452605263157895,0.03380581395348847
