,best_params,fold_index,mae,mae_median,mse,r2
0,"{'alpha': 0.00825, 'l1_ratio': 0.02275}",0,-0.6022479435284396,-0.4082725490568251,-0.7407576900775277,0.27047945388507877
1,"{'alpha': 0.00825, 'l1_ratio': 0.0155}",1,-0.6224287643720581,-0.4248212069512646,-0.7851428022816302,0.2554481573727416
2,"{'alpha': 0.001, 'l1_ratio': 0.00825}",2,-0.5820816221300938,-0.39873895787789226,-0.6928790519833443,0.266179138764264
3,"{'alpha': 0.001, 'l1_ratio': 0.001}",3,-0.5963854119887345,-0.4108926486417586,-0.7162195391249748,0.2732129769298277
4,"{'alpha': 0.00825, 'l1_ratio': 0.03}",4,-0.5985576519334193,-0.4197121099588197,-0.729949705128649,0.27087658183156227
