,V1,V2,V3,V4,V5,fold_index
0,0.9285918521420723,0.025602813488922176,0.008660714366029046,0.021109463132413592,0.016035156870562766,0.0
1,1.0,,,,,1.0
2,0.9383532192697547,0.06164678073024528,,,,2.0
3,1.0,,,,,3.0
4,0.8543346253481475,0.043962515424634,0.07436861970078792,0.02733423952643072,,4.0
