,best_params,fold_index,mae,mae_median,mse,r2
0,"{'bootstrap': False, 'criterion': 'mse', 'max_features': 3, 'min_samples_leaf': 1}",0,-0.23539078816057463,-0.18154505566944512,-0.10788627420711851,0.9091880360100434
1,"{'bootstrap': False, 'criterion': 'mse', 'max_features': 4, 'min_samples_leaf': 3}",1,-0.3021660978050734,-0.1684265318262972,-0.31222042077623285,0.6965088917882734
2,"{'bootstrap': True, 'criterion': 'mse', 'max_features': 4, 'min_samples_leaf': 1}",2,-0.23520376171165225,-0.17431831258913544,-0.10099830805142031,0.8928055003248161
3,"{'bootstrap': False, 'criterion': 'mse', 'max_features': 4, 'min_samples_leaf': 1}",3,-0.1942837909613142,-0.14654299832943873,-0.06885015294385902,0.9141951345379755
4,"{'bootstrap': True, 'criterion': 'mse', 'max_features': 4, 'min_samples_leaf': 1}",4,-0.22942183298900012,-0.15183679102668068,-0.1134417841980783,0.8905206517687743
