,best_params,fold_index,mae,mae_median,mse,r2
0,"{'bootstrap': True, 'criterion': 'mse', 'min_samples_leaf': 4}",0,-0.7311677431263918,-0.601428165832288,-0.9431331723075119,0.03609707213509472
1,"{'bootstrap': True, 'criterion': 'mse', 'min_samples_leaf': 4}",1,-0.7354357147606295,-0.6301563468428802,-0.913693749074248,0.06161837328064623
2,"{'bootstrap': True, 'criterion': 'mse', 'min_samples_leaf': 5}",2,-0.7262048894860059,-0.6004838971370214,-0.9265678632353402,0.09786252014365471
3,"{'bootstrap': True, 'criterion': 'mse', 'min_samples_leaf': 4}",3,-0.7357558845095876,-0.6132140057974462,-0.9416050048557311,0.067304782055008
4,"{'bootstrap': True, 'criterion': 'mse', 'min_samples_leaf': 4}",4,-0.7426566947608312,-0.610825360829764,-0.9322406921648531,0.07816278255136266
