,V1,V2,V3,fold_index,V4,V5
0,0.9779744674721826,0.00886993929195724,0.013155593235860092,0.0,,
1,0.93071691955379,0.022278641808655464,0.03576186824243801,1.0,0.01124257039511656,
2,0.9515004166863222,-2.1563677965939125e-18,0.04757202383760242,2.0,0.00046244319700614565,0.0004651162790697747
3,0.8723990973895401,0.04359093714659551,0.042259796042540404,3.0,0.041750169421323806,
4,1.0,5.887546342709163e-19,6.630015241100075e-19,4.0,2.0185873175002841e-19,
