,p1_polar,p1_size,p1_flex,p1_h_doner,p1_h_acceptor,p1_pi_doner,p1_pi_acceptor,p1_polarisable,p1_sigma,p2_polar,p2_size,p2_flex,p2_h_doner,p2_h_acceptor,p2_pi_doner,p2_pi_acceptor,p2_polarisable,p2_sigma,p3_polar,p3_size,p3_flex,p3_h_doner,p3_h_acceptor,p3_pi_doner,p3_pi_acceptor,p3_polarisable,p3_sigma,fold_index
0,0.039406239532179484,0.04101234198248827,0.010600862166127087,0.04070668640962073,0.03459609692033985,0.046649188485399,0.003194079147717573,0.033023532083845814,0.05079048689192315,0.041545608913370655,0.0628815173380513,0.021970128532176513,0.011098803621791227,0.007294643321598067,0.02250673294551429,0.003704799933044124,0.01694655984377727,0.04227662897817199,0.04430325519734187,0.06327993315631629,0.0019436183870317112,0.06826305912902672,0.04495663267083074,0.09876000756816089,0.0,0.06201682822707976,0.08627172861707556,0.0
1,0.04768749934465306,0.048735711331485174,0.02651716796519824,0.03424669317658838,0.04068559919039799,0.06817463546198195,0.008273909440279522,0.04301920658778512,0.04757850341239786,0.026150024797535986,0.06176502211881149,0.017216507025658266,0.01832524457768188,0.010878855659820188,0.027748476947795607,0.0024534617131533433,0.019934565666774273,0.035210498309433035,0.04112726921930698,0.06720474744763988,0.007400482374011554,0.038822052016124826,0.04376945388279261,0.08932635422326612,0.0,0.0634212219539685,0.06432683615545817,1.0
2,0.06201435506671733,0.04565752493854945,0.021874496659308167,0.028303050349330196,0.028570646110577583,0.04234476157822002,0.007222219334498946,0.0444186390778575,0.04792141633528079,0.05107131141598237,0.05945249575929776,0.018717471319555364,0.00922650803632538,0.01172689931519094,0.04252302114672055,0.0023178450321597235,0.02034340125660481,0.025219533630027303,0.07222524397369835,0.056892506075418604,0.006900549229238308,0.0400727705875074,0.03897823946890527,0.07838502011745559,0.0,0.05547097124552528,0.08214910294004694,2.0
3,0.04634783790371464,0.07051351234372469,0.04590418123983282,0.01221175961253855,0.03526891572736469,0.013607652964921698,0.006730803732401445,0.0634830820768104,0.08611246452497578,0.02772292643294212,0.09764578781745137,0.04466333446573882,0.008381271665229471,0.019989578551951995,0.03157070413229871,0.0030340954434350613,0.037384546151804726,0.025189717114343285,0.05021600771034876,0.0588569219904954,0.0044742774511260805,0.0008438298039655007,0.03470581211511667,0.06041645116088033,0.0,0.06564227314021853,0.04908225472636843,3.0
4,0.05034730849216087,0.04428888125657955,0.06069825995884573,0.009000007107573288,0.04634926932634576,0.022225952111506513,0.008851171384230779,0.039699738865223044,0.02779914677090859,0.05267382425703494,0.06640158095250699,0.048095381631598856,0.029944403538944345,0.03509769543386314,0.03517575897130035,0.00625000567406261,0.039378080441300915,0.038367608550659064,0.059274630553325866,0.05923995043101212,0.013112606408400212,0.019692773602588955,0.033518157047567464,0.04624629536952243,0.0,0.05676581239655691,0.05150569946638073,4.0
