split_version,lambda_,num_features,best_value,metric
0,0.001,2,0.9601809004111217,auc_macro
1,0.0003,1,0.9679578857787751,auc_macro
2,0.001,2,0.967923166097225,auc_macro
3,0.003,2,0.9718315369537043,auc_macro
4,0.0003,1,0.9646669410944242,auc_macro
