split_version,lambda_,num_features,best_value,metric
0,0.001,6,0.8401114237821194,auc_macro
1,0.001,6,0.8292500206505873,auc_macro
2,0.001,6,0.8479673521891813,auc_macro
3,0.001,5,0.8440338147491918,auc_macro
4,0.001,6,0.8490163301422996,auc_macro
