split_version,lambda_,num_features,best_value,metric
0,1e-05,1,0.5258766321173779,auc_macro
1,1e-05,2,0.5134398496240602,auc_macro
2,1e-05,1,0.5375473484848485,auc_macro
3,1e-05,1,0.5442656192911948,auc_macro
4,1e-05,2,0.6180575637812479,auc_macro
