clf_name,data_name,fold_index,train_time
s3d,spectf,0,0.47225141525268555
s3d,spectf,0,0.34939002990722656
s3d,spectf,0,0.4318978786468506
s3d,spectf,0,0.25751280784606934
s3d,spectf,0,0.24683284759521484
s3d,spectf,0,0.24212646484375
s3d,spectf,0,0.24231529235839844
s3d,spectf,0,0.2427365779876709
s3d,spectf,0,0.24517536163330078
s3d,spectf,0,0.32753896713256836
s3d,spectf,1,0.4380922317504883
s3d,spectf,1,0.3490748405456543
s3d,spectf,1,0.2510075569152832
s3d,spectf,1,0.24789643287658691
s3d,spectf,1,0.24797725677490234
s3d,spectf,1,0.24890923500061035
s3d,spectf,1,0.2655153274536133
s3d,spectf,1,0.24587488174438477
s3d,spectf,1,0.2459874153137207
s3d,spectf,1,0.24738001823425293
s3d,spectf,2,0.26558732986450195
s3d,spectf,2,0.26540541648864746
s3d,spectf,2,0.25905561447143555
s3d,spectf,2,0.2485659122467041
s3d,spectf,2,0.2451021671295166
s3d,spectf,2,0.2427828311920166
s3d,spectf,2,0.2441401481628418
s3d,spectf,2,0.24691081047058105
s3d,spectf,2,0.25379180908203125
s3d,spectf,2,0.3206648826599121
s3d,spectf,3,0.42226362228393555
s3d,spectf,3,0.4083983898162842
s3d,spectf,3,0.2927224636077881
s3d,spectf,3,0.24935150146484375
s3d,spectf,3,0.24623703956604004
s3d,spectf,3,0.24705982208251953
s3d,spectf,3,0.41051483154296875
s3d,spectf,3,0.39519453048706055
s3d,spectf,3,0.29923057556152344
s3d,spectf,3,0.24609971046447754
s3d,spectf,4,0.26314520835876465
s3d,spectf,4,0.24700593948364258
s3d,spectf,4,0.30266308784484863
s3d,spectf,4,0.26581335067749023
s3d,spectf,4,0.2637975215911865
s3d,spectf,4,0.24767303466796875
s3d,spectf,4,0.24589943885803223
s3d,spectf,4,0.24695062637329102
s3d,spectf,4,0.24550795555114746
s3d,spectf,4,0.2477712631225586
linearsvc,spectf,0,0.018157958984375
linearsvc,spectf,0,0.015340566635131836
linearsvc,spectf,0,0.015285491943359375
linearsvc,spectf,0,0.015255451202392578
linearsvc,spectf,0,0.015252351760864258
linearsvc,spectf,0,0.014615774154663086
linearsvc,spectf,0,0.011744260787963867
linearsvc,spectf,0,0.010242700576782227
linearsvc,spectf,0,0.007699489593505859
linearsvc,spectf,0,0.007729291915893555
linearsvc,spectf,1,0.007771968841552734
linearsvc,spectf,1,0.0077362060546875
linearsvc,spectf,1,0.007666110992431641
linearsvc,spectf,1,0.0076253414154052734
linearsvc,spectf,1,0.007633209228515625
linearsvc,spectf,1,0.0076045989990234375
linearsvc,spectf,1,0.00769495964050293
linearsvc,spectf,1,0.00766444206237793
linearsvc,spectf,1,0.007764101028442383
linearsvc,spectf,1,0.007602691650390625
linearsvc,spectf,2,0.007867574691772461
linearsvc,spectf,2,0.0077021121978759766
linearsvc,spectf,2,0.007733583450317383
linearsvc,spectf,2,0.0077457427978515625
linearsvc,spectf,2,0.007761478424072266
linearsvc,spectf,2,0.00775146484375
linearsvc,spectf,2,0.0077571868896484375
linearsvc,spectf,2,0.007755279541015625
linearsvc,spectf,2,0.007676601409912109
linearsvc,spectf,2,0.007699489593505859
linearsvc,spectf,3,0.007704257965087891
linearsvc,spectf,3,0.007696628570556641
linearsvc,spectf,3,0.0077059268951416016
linearsvc,spectf,3,0.007686614990234375
linearsvc,spectf,3,0.007665395736694336
linearsvc,spectf,3,0.00770115852355957
linearsvc,spectf,3,0.007668256759643555
linearsvc,spectf,3,0.0076143741607666016
linearsvc,spectf,3,0.0076749324798583984
linearsvc,spectf,3,0.007653236389160156
linearsvc,spectf,4,0.010773658752441406
linearsvc,spectf,4,0.010901927947998047
linearsvc,spectf,4,0.010742902755737305
linearsvc,spectf,4,0.010797262191772461
linearsvc,spectf,4,0.010863304138183594
linearsvc,spectf,4,0.008787155151367188
linearsvc,spectf,4,0.008566617965698242
linearsvc,spectf,4,0.008643150329589844
linearsvc,spectf,4,0.00857090950012207
linearsvc,spectf,4,0.008639097213745117
lasso,spectf,0,0.16817975044250488
lasso,spectf,0,0.12350702285766602
lasso,spectf,0,0.12326478958129883
lasso,spectf,0,0.11921191215515137
lasso,spectf,0,0.09744572639465332
lasso,spectf,0,0.09570884704589844
lasso,spectf,0,0.09616994857788086
lasso,spectf,0,0.09554266929626465
lasso,spectf,0,0.09707021713256836
lasso,spectf,0,0.09592366218566895
lasso,spectf,1,0.09779047966003418
lasso,spectf,1,0.09852147102355957
lasso,spectf,1,0.09722900390625
lasso,spectf,1,0.09713125228881836
lasso,spectf,1,0.09754300117492676
lasso,spectf,1,0.09713530540466309
lasso,spectf,1,0.09693431854248047
lasso,spectf,1,0.0972588062286377
lasso,spectf,1,0.0983741283416748
lasso,spectf,1,0.09735870361328125
lasso,spectf,2,0.07228851318359375
lasso,spectf,2,0.07273697853088379
lasso,spectf,2,0.07224273681640625
lasso,spectf,2,0.0720968246459961
lasso,spectf,2,0.07196760177612305
lasso,spectf,2,0.07272911071777344
lasso,spectf,2,0.07207703590393066
lasso,spectf,2,0.07281136512756348
lasso,spectf,2,0.07094478607177734
lasso,spectf,2,0.0709848403930664
lasso,spectf,3,0.10081219673156738
lasso,spectf,3,0.10006189346313477
lasso,spectf,3,0.09822773933410645
lasso,spectf,3,0.09816551208496094
lasso,spectf,3,0.09731078147888184
lasso,spectf,3,0.0976407527923584
lasso,spectf,3,0.0988166332244873
lasso,spectf,3,0.09764742851257324
lasso,spectf,3,0.09776687622070312
lasso,spectf,3,0.09682750701904297
lasso,spectf,4,0.09369015693664551
lasso,spectf,4,0.09355807304382324
lasso,spectf,4,0.0932455062866211
lasso,spectf,4,0.09306979179382324
lasso,spectf,4,0.0954294204711914
lasso,spectf,4,0.0936129093170166
lasso,spectf,4,0.09290766716003418
lasso,spectf,4,0.09289169311523438
lasso,spectf,4,0.09293270111083984
lasso,spectf,4,0.09286117553710938
elasticnet,spectf,0,0.16378235816955566
elasticnet,spectf,0,0.10357880592346191
elasticnet,spectf,0,0.10350322723388672
elasticnet,spectf,0,0.10346221923828125
elasticnet,spectf,0,0.09547686576843262
elasticnet,spectf,0,0.08076143264770508
elasticnet,spectf,0,0.08034253120422363
elasticnet,spectf,0,0.10236048698425293
elasticnet,spectf,0,0.0800929069519043
elasticnet,spectf,0,0.08312106132507324
elasticnet,spectf,1,0.08113837242126465
elasticnet,spectf,1,0.08006715774536133
elasticnet,spectf,1,0.08170795440673828
elasticnet,spectf,1,0.08002591133117676
elasticnet,spectf,1,0.08043289184570312
elasticnet,spectf,1,0.0799570083618164
elasticnet,spectf,1,0.08035945892333984
elasticnet,spectf,1,0.0800938606262207
elasticnet,spectf,1,0.08050251007080078
elasticnet,spectf,1,0.08009767532348633
elasticnet,spectf,2,0.07889509201049805
elasticnet,spectf,2,0.07848334312438965
elasticnet,spectf,2,0.07871747016906738
elasticnet,spectf,2,0.0789031982421875
elasticnet,spectf,2,0.07859563827514648
elasticnet,spectf,2,0.07983589172363281
elasticnet,spectf,2,0.07880115509033203
elasticnet,spectf,2,0.07876324653625488
elasticnet,spectf,2,0.07897233963012695
elasticnet,spectf,2,0.07863688468933105
elasticnet,spectf,3,0.07974767684936523
elasticnet,spectf,3,0.07964396476745605
elasticnet,spectf,3,0.07973361015319824
elasticnet,spectf,3,0.07962775230407715
elasticnet,spectf,3,0.08008241653442383
elasticnet,spectf,3,0.07552456855773926
elasticnet,spectf,3,0.07497978210449219
elasticnet,spectf,3,0.07640361785888672
elasticnet,spectf,3,0.07490968704223633
elasticnet,spectf,3,0.07475662231445312
elasticnet,spectf,4,0.0757296085357666
elasticnet,spectf,4,0.07614660263061523
elasticnet,spectf,4,0.07668685913085938
elasticnet,spectf,4,0.07749128341674805
elasticnet,spectf,4,0.07535362243652344
elasticnet,spectf,4,0.07842278480529785
elasticnet,spectf,4,0.07546329498291016
elasticnet,spectf,4,0.07550406455993652
elasticnet,spectf,4,0.07542610168457031
elasticnet,spectf,4,0.07555103302001953
randomforest,spectf,0,0.13392043113708496
randomforest,spectf,0,0.07132649421691895
randomforest,spectf,0,0.07087302207946777
randomforest,spectf,0,0.07094144821166992
randomforest,spectf,0,0.07100415229797363
randomforest,spectf,0,0.07088851928710938
randomforest,spectf,0,0.06752777099609375
randomforest,spectf,0,0.056090354919433594
randomforest,spectf,0,0.055097341537475586
randomforest,spectf,0,0.05500626564025879
randomforest,spectf,1,0.05896735191345215
randomforest,spectf,1,0.05843234062194824
randomforest,spectf,1,0.05831193923950195
randomforest,spectf,1,0.06447553634643555
randomforest,spectf,1,0.05994892120361328
randomforest,spectf,1,0.05842733383178711
randomforest,spectf,1,0.05855679512023926
randomforest,spectf,1,0.05926060676574707
randomforest,spectf,1,0.05988574028015137
randomforest,spectf,1,0.05867123603820801
randomforest,spectf,2,0.05660748481750488
randomforest,spectf,2,0.05653882026672363
randomforest,spectf,2,0.05646872520446777
randomforest,spectf,2,0.05705714225769043
randomforest,spectf,2,0.05651426315307617
randomforest,spectf,2,0.05656242370605469
randomforest,spectf,2,0.056462764739990234
randomforest,spectf,2,0.0563969612121582
randomforest,spectf,2,0.05667996406555176
randomforest,spectf,2,0.05638456344604492
randomforest,spectf,3,0.053615570068359375
randomforest,spectf,3,0.053505897521972656
randomforest,spectf,3,0.05351114273071289
randomforest,spectf,3,0.05359315872192383
randomforest,spectf,3,0.053435564041137695
randomforest,spectf,3,0.05414390563964844
randomforest,spectf,3,0.05412650108337402
randomforest,spectf,3,0.05385589599609375
randomforest,spectf,3,0.053760528564453125
randomforest,spectf,3,0.05385398864746094
randomforest,spectf,4,0.05413699150085449
randomforest,spectf,4,0.05426025390625
randomforest,spectf,4,0.054059743881225586
randomforest,spectf,4,0.05447244644165039
randomforest,spectf,4,0.05408835411071777
randomforest,spectf,4,0.05382180213928223
randomforest,spectf,4,0.0541534423828125
randomforest,spectf,4,0.053841590881347656
randomforest,spectf,4,0.054039716720581055
randomforest,spectf,4,0.057846784591674805
