clf_name,data_name,fold_index,train_time
s3d,parkinsons_motor,0,40.61476755142212
s3d,parkinsons_motor,0,37.54734992980957
s3d,parkinsons_motor,0,39.46206331253052
s3d,parkinsons_motor,0,40.23322653770447
s3d,parkinsons_motor,0,39.37315511703491
s3d,parkinsons_motor,0,39.51321363449097
s3d,parkinsons_motor,0,39.77748394012451
s3d,parkinsons_motor,0,43.62354922294617
s3d,parkinsons_motor,0,43.32140851020813
s3d,parkinsons_motor,0,44.086575508117676
s3d,parkinsons_motor,1,30.776444673538208
s3d,parkinsons_motor,1,28.149508237838745
s3d,parkinsons_motor,1,29.140623331069946
s3d,parkinsons_motor,1,29.37742567062378
s3d,parkinsons_motor,1,29.156678915023804
s3d,parkinsons_motor,1,30.312227487564087
s3d,parkinsons_motor,1,28.950559616088867
s3d,parkinsons_motor,1,28.965972423553467
s3d,parkinsons_motor,1,28.846990823745728
s3d,parkinsons_motor,1,29.57115364074707
s3d,parkinsons_motor,2,55.944722414016724
s3d,parkinsons_motor,2,49.511297941207886
s3d,parkinsons_motor,2,50.056931495666504
s3d,parkinsons_motor,2,53.224000692367554
s3d,parkinsons_motor,2,49.85788869857788
s3d,parkinsons_motor,2,51.6885199546814
s3d,parkinsons_motor,2,49.50204563140869
s3d,parkinsons_motor,2,50.38248157501221
s3d,parkinsons_motor,2,53.09845852851868
s3d,parkinsons_motor,2,52.56490969657898
s3d,parkinsons_motor,3,14.778990745544434
s3d,parkinsons_motor,3,13.865562915802002
s3d,parkinsons_motor,3,14.234108686447144
s3d,parkinsons_motor,3,14.154447793960571
s3d,parkinsons_motor,3,14.062297582626343
s3d,parkinsons_motor,3,13.58714485168457
s3d,parkinsons_motor,3,13.729496955871582
s3d,parkinsons_motor,3,13.645379543304443
s3d,parkinsons_motor,3,14.259920120239258
s3d,parkinsons_motor,3,14.255568504333496
s3d,parkinsons_motor,4,61.598262786865234
s3d,parkinsons_motor,4,58.68698000907898
s3d,parkinsons_motor,4,61.38954162597656
s3d,parkinsons_motor,4,59.96565580368042
s3d,parkinsons_motor,4,58.335638761520386
s3d,parkinsons_motor,4,58.31665253639221
s3d,parkinsons_motor,4,58.42179250717163
s3d,parkinsons_motor,4,58.07744574546814
s3d,parkinsons_motor,4,55.525312662124634
s3d,parkinsons_motor,4,52.460938692092896
linearsvr,parkinsons_motor,0,0.40969109535217285
linearsvr,parkinsons_motor,0,0.30907750129699707
linearsvr,parkinsons_motor,0,0.2997899055480957
linearsvr,parkinsons_motor,0,0.30144190788269043
