time_to_solve_problem,time_since_previous_problem,user_sequence_num,problem_index,num_problems_in_sequence,day_of_week,weekend_bool,hour_of_day,month,month_user_first,num_first_five_solved_wo_hints,num_all_solved_wo_hints,time_interval,total_time_solving_problems,total_attempts,num_problems,num_sequences
0.134514,0.119509,0,0.00803441,0.0138418,0,0,0,0.00275459,0.00118838,0.0328177,0.0378229,0.011202,0.00498365,0.00778849,0.0100609,0.00749991
0,0.0143935,0.0132227,0,0.00125412,0,0,0,0.00275223,0.0100056,0.0245057,0.038501,0.0246484,0.0259083,0.0261204,0.0257211,0.0239568
0,0.012508,0.00146539,0.00132108,0.00394041,0,0,0,0.00196803,0.00319506,0.0121413,0,0.00573701,0.00576482,0.0129169,0.00663677,0.00190253
0,0.013914,0.00304333,0,0.00241781,0.0010638,0,0.00132783,0.00485982,0.00277626,0.0145214,0,0.00653144,0.0113626,0,0.00372138,0.00260458
0,0.0153667,0.0107827,0.0080792,0.00988953,0.00346263,0.00173489,0.00897996,0.00704211,0.0106371,0,0,0.00303654,0.00777951,0,0.00185928,0.00802719
