time_to_solve_problem,0,0,11,26,68,1.70965e+06
num_all_solved_wo_hints,0,3,3763,13348
time_since_previous_problem,-1,21,60,132,5.0232e+07
num_first_five_solved_wo_hints,0,2,4,5
num_sequences,1,2,18,45,46,94,956
problem_index,1,5,1278
month,1,1,9,12
