accuracy,auc_macro,auc_micro,f1_binary,f1_macro,f1_micro,r2,threshold,num_features,test_fold_i,train_r2,lambda_,max_features,split_version
0.998629,0.6076410785684215,0.6076410785684215,0.061601642710472276,0.5304578207933257,0.998629,-0.8367133903644499,0.0833333,8,3,0.0707179,0.001,19,1
0.998508,0.4371583069205976,0.4371583069205976,0.04358974358974359,0.5214215806277614,0.998508,-0.9988157391858199,0.142857,9,3,0.16196,0.001,19,1
0.998586,0.44515645221786565,0.44515645221786565,0.03940217391304348,0.5193473265888912,0.998586,-0.8943200101935318,0.2,10,3,0.27667800000000004,0.001,19,1
0.995254,0.7985134725895809,0.7985134725895809,0.0033599328013439733,0.5004906346016585,0.995254,-5.892993103888642,0.00311698,1,0,0.0114462,0.0001,19,1
0.996657,0.7892572329214365,0.7892572329214365,0.015316642120765835,0.5068211499624442,0.996657,-3.855304666308414,0.00770461,2,0,0.0212756,0.0001,19,1
0.998586,0.7978905666294354,0.7978905666294354,0.016689847009735744,0.5079911691554907,0.998586,-1.0536646120730175,0.015748,3,0,0.048306,0.0001,19,1
0.998575,0.6973798590189453,0.6973798590189453,0.02464065708418891,0.5119638181112247,0.998575,-1.069640786565806,0.0409556,4,0,0.109725,0.0001,19,1
0.997036,0.7983546730894655,0.7983546730894655,0.01984126984126984,0.509178512832037,0.997036,-3.361789546303253,0.016222,1,1,0.00282526,0.0001,19,1
0.998529,0.796827519183633,0.796827519183633,0.019986675549633577,0.5096253115711509,0.998529,-1.1647072950783013,0.0262123,2,1,0.0324173,0.0001,19,1
0.998621,0.6921014032188947,0.6921014032188947,0.01990049751243781,0.5096052560538528,0.998621,-1.0293211148286727,0.0454545,3,1,0.121995,0.0001,19,1
0.99861,0.6770423579210335,0.6770423579210335,0.016973125884016973,0.5081388170856881,0.99861,-1.045508592901998,0.0769231,4,1,0.20966500000000002,0.0001,19,1
0.994162,0.7202741201163947,0.7202741201163947,0.00477326968973747,0.5009228415391029,0.994162,-7.058256028724273,0.00324632,1,2,0.00382236,0.0001,19,1
0.996874,0.7799537257615219,0.7799537257615219,0.0057251908396946565,0.5020798649675764,0.996874,-3.31485240592533,0.00502597,2,2,0.0181753,0.0001,19,1
0.998593,0.7227778670570645,0.7227778670570645,0.011243851018973997,0.505269925061168,0.998593,-0.9420976759875046,0.0113636,3,2,0.0476577,0.0001,19,1
0.998575,0.624966592503703,0.624966592503703,0.015203870076019352,0.5072454271045198,0.998575,-0.9669432752538694,0.046729,4,2,0.11216,0.0001,19,1
0.997669,0.547185690146952,0.547185690146952,0.0025673940949935818,0.5007002653075086,0.997669,-2.122814670269535,0.00279851,1,3,0.00379955,0.0001,19,1
0.998537,0.7667745784682148,0.7667745784682148,0.014814814814814814,0.5070413856362422,0.998537,-0.9599647630220205,0.00961538,2,3,0.0122877,0.0001,19,1
0.998557,0.6796848919502975,0.6796848919502975,0.012320328542094456,0.5057991505505245,0.998557,-0.9331709863573312,0.0204082,3,3,0.12806099999999998,0.0001,19,1
0.998631,0.6771870314032213,0.6771870314032213,0.012977649603460708,0.5061463372866387,0.998631,-0.8340340126979808,0.075,4,3,0.22524899999999998,0.0001,19,1
0.907462,0.8005732241241355,0.8005732241241355,0.0068046194135577215,0.479137404849078,0.907462,-133.4002941103344,0.00311558,1,0,0.015160900000000001,3e-05,19,1
0.998506,0.7500367397549104,0.7500367397549104,0.015810276679841896,0.5075313546380913,0.998506,-1.1698549720205715,0.00706215,2,0,0.07978969999999999,3e-05,19,1
0.998605,0.6514668490479635,0.6514668490479635,0.027874564459930317,0.5135882818221725,0.998605,-1.0260694015854734,0.0769231,3,0,0.190925,3e-05,19,1
0.997036,0.7996964678628526,0.7996964678628526,0.01984126984126984,0.509178512832037,0.997036,-3.361789546303253,0.016222,1,1,0.00288067,3e-05,19,1
0.998656,0.6299832599402888,0.6299832599402888,0.013215859030837005,0.5062717005434887,0.998656,-0.9778155027771835,0.047619,2,1,0.278649,3e-05,19,1
0.998648,0.5849849559465142,0.5849849559465142,0.021707670043415343,0.5105156013022075,0.998648,-0.9895882141032382,0.166667,3,1,0.377477,3e-05,19,1
0.998671,0.5664621427865065,0.5664621427865065,0.026373626373626374,0.5128543362713184,0.998671,-0.9557416690408311,0.2,4,1,0.485446,3e-05,19,1
0.994162,0.7202741201163947,0.7202741201163947,0.00477326968973747,0.5009228415391029,0.994162,-7.058256028724273,0.00324632,1,2,0.00382236,3e-05,19,1
0.998418,0.6591065929695581,0.6591065929695581,0.01371571072319202,0.5064620379160046,0.998418,-1.1836521132993836,0.00505051,2,2,0.0959255,3e-05,19,1
0.998508,0.6274541394234958,0.6274541394234958,0.017127799736495388,0.5081906165462062,0.998508,-1.05942411696756,0.0157895,3,2,0.223648,3e-05,19,1
0.907332,0.7692657881300786,0.7692657881300786,0.0064117684901250195,0.47890569344760464,0.907332,-123.1462847981713,0.00317957,1,3,0.00775321,3e-05,19,1
0.99859,0.6155852859837303,0.6155852859837303,0.019471488178025034,0.5093829904591527,0.99859,-0.8889612548605939,0.00980392,2,3,0.190512,3e-05,19,1
