time_to_solve_problem,time_since_previous_problem,user_sequence_num,problem_index,num_problems_in_sequence,day_of_week,weekend_bool,hour_of_day,month,month_user_first,num_first_five_solved_wo_hints,num_all_solved_wo_hints,time_interval,total_time_solving_problems,total_attempts,num_problems,num_sequences
0.128282,0.114096,0,0.00618721,0.0119111,0,0,0,0,0,0.0328177,0.0321779,0.00455349,0.00351975,0,0.00391065,0
0,0.0148862,0.00870289,0,0,0,0,0,0,0.00884251,0.0246837,0.0338162,0.0122021,0.0179955,0.0120431,0.0134167,0.0127219
0,0.0142185,0,0,0,0,0,0,0,0,0.00708579,0,0,0,0.00417063,0.00319304,0
0,0,0.00258832,0,0,0,0,0,0,0,0.0109364,0,0,0,0.00685383,0.00313499,0
0,0,0.00955096,0.00454453,0.00352617,0,0,0,0,0,0,0,0.00276089,0.00463628,0.0075617,0.0050713,0.01184
0,0,0.00257129,0.00615505,0.00344541,0,0,0,0,0,0,0,0,0,0.00343947,0.00248678,0
0,0,0.00466378,0,0.00287993,0,0,0,0.00487746,0.00250355,0,0,0,0,0.00261231,0,0
