time_to_solve_problem,time_since_previous_problem,user_sequence_num,problem_index,num_problems_in_sequence,day_of_week,weekend_bool,hour_of_day,month,month_user_first,num_first_five_solved_wo_hints,num_all_solved_wo_hints,time_interval,total_time_solving_problems,total_attempts,num_problems,num_sequences
0.134514,0.11951,0,0.00803457,0.0138419,0,0,0,0.00275451,0.00118826,0.0328178,0.037823,0.0112019,0.00498394,0.00778874,0.0100612,0.00749993
0,0.0143935,0.0132228,0,0.00125412,0,0,0,0.00275221,0.0100056,0.0245057,0.038501,0.0246484,0.0259083,0.0261204,0.0257211,0.0239567
0,0.0125081,0.00146542,0.00132108,0.00394041,0,0,0,0.00196797,0.00319502,0.0121413,0,0.005737,0.00576483,0.0129169,0.00663679,0.00190253
0,0.013914,0.00304336,0,0.00241776,0.0010638,0,0.00132784,0.00485985,0.00277625,0.0145215,0,0.00653143,0.0113626,0,0.00372138,0.00260458
0,0.0153667,0.0107827,0.0080792,0.00988953,0.00346263,0.00173489,0.00897996,0.0070421,0.0106371,0,0,0.00303653,0.0077795,0,0.00185928,0.00802719
