split_version,lambda_,num_features,best_value,metric
0,0.003,4,0.8674031052757128,auc_micro
1,0.003,4,0.8674031052757128,auc_micro
2,0.003,4,0.8687266901331391,auc_micro
3,0.003,3,0.8682346513358158,auc_micro
4,0.003,3,0.8682346513358158,auc_micro
