split_version,lambda_,num_features,best_value,metric
0,0.003,3,0.9119681142473612,auc_micro
1,0.003,3,0.9119681142473612,auc_micro
2,0.003,3,0.9119681142473612,auc_micro
3,0.003,3,0.9100712938187214,auc_micro
4,0.003,3,0.9100712938187214,auc_micro
