split_version,lambda_,num_features,best_value,metric
0,0.003,7,0.7864182374655058,auc_micro
1,0.003,7,0.7867422303572226,auc_micro
2,0.003,7,0.7856726102224573,auc_micro
3,0.001,5,0.7882818354521351,auc_micro
4,0.001,5,0.78702534699456,auc_micro
