split_version,lambda_,num_features,best_value,metric
0,0.001,6,0.9426750422452428,f1_micro
1,0.0003,5,0.9428330027183897,f1_micro
2,0.003,14,0.9420027918595254,f1_micro
3,0.003,13,0.94392770553229,f1_micro
4,0.001,9,0.9425724028196265,f1_micro
