split_version,lambda_,num_features,best_value,metric
0,1e-05,1,0.5263280957725402,f1_micro
1,0.003,1,0.5118440295207972,f1_micro
2,1e-05,1,0.5030779172193314,f1_micro
3,1e-05,1,0.49176104479134786,f1_micro
4,0.003,2,0.5195643301703908,f1_micro
