season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
0.0681357,0.0654628,0.0776622,0.498657,0.000895943,0.00131531,0.000851942,0.0213087,0.175955,0.194627,0.124511,0.0148774
0.104021,0.0975627,0.12292,0,0.004153,0.134987,0.134522,0.0363701,0.168108,0.177197,0.0882382,0.0196141
0.0333577,0.0940284,0.0511254,0,0.00906497,0.136622,0.142298,0.0472543,0.0263753,0,0.0255753,0.0953668
