season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
0.0660613,0.0632628,0.0726053,0.496131,0,0,0,0.0208117,0.164028,0.173682,0.104167,0.013809
0.102524,0.0958366,0.114557,0,0.00548589,0.119355,0.122444,0.033983,0.148266,0.151904,0.0502673,0.00895596
0.0196656,0.0852877,0.0221878,0,0.0057998,0.13119,0.125949,0.0193701,0.0084695,0,0.0381184,0.0233901
0.0302469,0.0951384,0.0372651,0,0.0117327,0,0.0117327,0.0260255,0.0386185,0,0.0280537,0.0424845
