day,hour,inv_exposure_rate,meme_age,meme_pop_current,meme_pop_recent,n_exposures,neighb_activity,neighb_indegree,neighb_info_received,neighb_outdegree,node_activity,node_indegree,node_info_received,node_outdegree,order,time_between_last_and_first_exposures,time_between_last_and_second_last_exposures,time_since_nodes_last_tweet
0,0,0,0,0,0,0.00145838,0,0.00131282,0.00103679,0,0,0,0.00184934,0.00146576,0,0,0,0
0,0,0.00116995,0,0,0,0.0024126,0,0.00309022,0.00236866,0.00209118,0,0,0,0,0,0.00149013,0.00106167,0
0,0,0,0,0,0,0.00152337,0,0,0,0,0,0,0,0.00135124,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.00366274,0,0,0.00174608,0,0,0,0
0,0,0,0.00471769,0,0.00218499,0,0.00410661,0,0.00102892,0,0,0.00117882,0,0.00406312,0.00153333,0,0,0.00202178
0,0,0,0,0,0,0,0.00125909,0,0,0,0,0.00445787,0,0.00539893,0,0,0,0.00159684
