split_version,lambda_,num_features,best_value,metric
0,0.003,1,-0.6040020324717835,r2
1,0.003,1,-0.6058829600574219,r2
2,0.003,1,-0.5967638940784337,r2
3,0.003,1,-0.6864630884783153,r2
4,0.003,1,-0.6566843503560453,r2
