split_version,lambda_,num_features,best_value,metric
0,0.003,4,0.5835622657481565,r2
1,0.003,4,0.594700322510767,r2
2,0.003,4,0.5883069385411741,r2
3,0.003,4,0.6012282072071233,r2
4,0.003,4,0.5948198272867404,r2
