split_version,lambda_,num_features,best_value,metric
0,0.003,1,-0.6883669825497427,r2
1,0.003,2,-0.6650720598987807,r2
2,0.003,1,-0.6541271157308053,r2
3,0.001,5,-0.7290408882249155,r2
4,0.003,2,-0.6484157844313378,r2
