split_version,lambda_,num_features,best_value,metric
0,0.003,3,0.6996569710669187,r2
1,0.003,3,0.6854463157203515,r2
2,0.003,3,0.6752501658512189,r2
3,0.003,3,0.6892602140300415,r2
4,0.003,3,0.6890242037030894,r2
