split_version,lambda_,num_features,best_value,metric
0,2.9999999999999997e-05,6,-12.583920225513646,r2
1,2.9999999999999997e-05,1,-13.38654170520065,r2
2,2.9999999999999997e-05,10,-1.1444930799375226,r2
3,0.003,1,-1.9428962426163585,r2
4,1e-05,1,-2.614481341316604,r2
