split_version,lambda_,num_features,best_value,metric
0,0.001,13,0.23615649255476726,r2
1,0.001,13,-0.024863666933005568,r2
2,0.0003,13,-0.4340729598932061,r2
3,0.003,14,-0.3894897942418052,r2
4,0.001,13,-0.0604814459935874,r2
