split_version,lambda_,num_features,best_value,metric
0,1e-05,2,-1.0187214364672164,r2
1,1e-05,2,-2.96142726374621,r2
2,0.0001,3,-1.5240987649605922,r2
3,0.001,3,-1.6944635816275233,r2
4,1e-05,2,-1.6505781604891046,r2
