split_version,lambda_,num_features,best_value,metric
0,0.0001,5,0.9594710205501392,r2
1,0.0001,5,0.9705641340492724,r2
2,2.9999999999999997e-05,5,0.9744071243156678,r2
3,1e-05,1,0.9549316486665929,r2
4,0.0001,5,0.973994160910577,r2
