split_version,lambda_,num_features,best_value,metric
0,0.003,4,0.8605804446348981,r2
1,0.003,4,0.8224754841163628,r2
2,0.003,9,0.8696627385062948,r2
3,0.003,4,0.834685830087663,r2
4,0.003,10,0.8914415422317445,r2
