split_version,lambda_,num_features,best_value,metric
0,0.003,1,-0.014413910970975302,r2
1,0.003,1,-0.007279691907055685,r2
2,0.003,1,-0.01311849823779429,r2
3,0.003,1,-0.13898641733130168,r2
4,0.001,1,-0.11458727075557268,r2
