num_all_solved,0,0,1,2,3,4,7,15,25,72,179,578
num_lessons,5,5,7,8,10,12,15,18,21,27,34,41,52,75,109,183,324,639
num_distinct_words_lesson,1,2,3,5,7,8,14,27,38,95
