split_version,lambda_,num_features,best_value,metric
0,0.003,1,-1.0094130562541688,mse
1,0.003,1,-1.0022320700718503,mse
2,0.003,1,-1.0062129582792663,mse
3,0.003,1,-1.12906480793847,mse
4,0.001,1,-1.099446661832117,mse
