split_version,lambda_,num_features,best_value,metric
0,0.001,13,-0.6790779323931535,mse
1,0.001,13,-0.9045525578228992,mse
2,0.0003,13,-1.4895190063860861,mse
3,0.003,1,-1.637072639885851,mse
4,0.003,1,-1.1693997277673276,mse
