split_version,lambda_,num_features,best_value,metric
0,0.003,4,-0.1393184588089678,mse
1,0.003,4,-0.17746695785527167,mse
2,0.003,9,-0.13154242375754835,mse
3,0.003,4,-0.16518816752824395,mse
4,0.003,10,-0.1109827623958206,mse
