split_version,lambda_,num_features,best_value,metric
0,0.003,5,-0.08215039487566791,mse
1,0.003,1,-0.25644144852300055,mse
2,0.003,2,-0.21255592504525958,mse
3,0.003,1,-0.25209141400700086,mse
4,0.003,4,-0.6884801928690654,mse
