split_version,lambda_,num_features,best_value,metric
0,0.003,1,-1.2903805235532304,mse
1,0.003,2,-1.2628181263653369,mse
2,0.003,1,-1.266915136452598,mse
3,0.003,1,-1.2964551467173324,mse
4,0.003,2,-1.2597637789525649,mse
