split_version,lambda_,num_features,best_value,metric
0,1e-05,2,-1.61150766971775,mse
1,1e-05,2,-2.005639195087298,mse
2,0.003,4,-1.4849420131808069,mse
3,0.0003,3,-1.9870491793299367,mse
4,0.003,4,-1.2323204229794695,mse
