split_version,lambda_,num_features,best_value,metric
0,0.003,1,-1.229987579256618,mse
1,0.003,1,-1.2260710258945795,mse
2,0.003,1,-1.2178356161357105,mse
3,0.003,1,-1.2494104276088576,mse
4,0.003,1,-1.2542018669773038,mse
