split_version,lambda_,num_features,best_value,metric
0,1e-05,10,-4.551536035115956,mse
1,2.9999999999999997e-05,1,-4.437902149778029,mse
2,2.9999999999999997e-05,10,-2.47778640976255,mse
3,0.0003,8,-1.4113207380111679,mse
4,1e-05,1,-1.866162429825395,mse
