,time_to_solve_problem,num_attempts,time_since_previous_problem,user_sequence_num,problem_index,num_problems_in_sequence,day_of_week,weekend_bool,hour_of_day,month,month_user_first,num_first_five_solved_wo_hints,num_all_solved_wo_hints,time_interval,total_time_solving_problems,total_attempts,num_problems,num_sequences,fold_index
0,0.0,68.86993430826249,0.03380544327255733,0.0,0.0,-0.7709842008204265,0.0,-0.018416498983657117,-0.009674065636781776,0.0,0.007026770065790065,-0.4873031132424051,-0.24956826930538,-0.02870305010472995,-0.00011763020793404112,0.0,0.0,0.0,0.0
1,0.0,73.74247447682762,0.03292996270154545,0.0,0.0,-0.7736088046839361,0.0,-0.019346502231148876,0.0,0.0,0.0,-0.4891723109339317,-0.2755221307075375,0.0,0.0,0.0,0.0,0.0,1.0
2,0.0,48.90318859272669,0.032974772749963174,0.0,0.0,-0.7724813169059408,0.0,-0.018247359617670354,-0.010036702937248142,0.0,0.0,-0.48924570738142825,-0.27510230625781673,0.0,0.0,0.0,0.0,0.0,2.0
3,0.0,67.24557293896149,0.033060801931213475,0.0,0.0,-0.7727547592494576,0.0,-0.018194283250564706,-0.009821300024342484,0.0,0.006539955959566725,-0.4896285415480107,-0.27445093689779565,0.0,0.0,0.0,0.0,0.0,3.0
4,0.0,70.02796527913233,0.03386031789364213,0.0,0.0,-0.7710021030298854,0.0,-0.01839014003391033,-0.009659719631389955,0.0,0.007031855005966303,-0.48741720795143034,-0.24981499070226443,-0.028741504397321423,0.0,0.0,0.0,0.0,4.0
