,accuracy,auc_macro,auc_micro,best_params,f1_binary,f1_macro,f1_micro,fold_index,r2,threshold
0,0.7860082304526749,0.8811653116531166,0.8811653116531166,"{'bootstrap': False, 'criterion': 'entropy', 'min_samples_leaf': 2}",0.8045112781954888,0.7840738209159261,0.7860082304526749,0,0.1439024390243906,0.5056759545923629
1,0.8600823045267489,0.8596544715447154,0.8596544715447154,"{'bootstrap': False, 'criterion': 'gini', 'min_samples_leaf': 1}",0.8661417322834645,0.8597950040727667,0.8600823045267489,1,0.44024390243902467,1.0
2,0.5041322314049587,0.8762295081967214,0.8762295081967214,"{'bootstrap': False, 'criterion': 'entropy', 'min_samples_leaf': 1}",0.6703296703296704,0.3351648351648352,0.5041322314049587,2,-0.9836065573770489,0.0
3,0.7975206611570248,0.8713114754098361,0.8713114754098361,"{'bootstrap': False, 'criterion': 'entropy', 'min_samples_leaf': 2}",0.8150943396226414,0.7956750236925991,0.7975206611570249,3,0.1900273224043716,0.5051546391752584
4,0.9504132231404959,0.9503415300546448,0.9503415300546448,"{'bootstrap': False, 'criterion': 'entropy', 'min_samples_leaf': 1}",0.951219512195122,0.9503996720639476,0.9504132231404959,4,0.8016393442622951,1.0
