,percentile,signup_duration,words,code_lines,urls,fold_index
0,0.40633436000324735,0.07939518383291111,0.210718676002674,0.02327267407934191,0.28027910608182566,0.0
1,0.4056994365895241,0.0793461152975063,0.21127000625621264,0.022962862992471314,0.28072157886428567,1.0
2,0.4055150572486874,0.07924770492283724,0.21164564022653568,0.023016727575497106,0.2805748700264425,2.0
3,0.4059081983050936,0.07944317125158049,0.21103180487331571,0.02352462371289853,0.28009220185711176,3.0
4,0.4060612677853473,0.07919317338008733,0.21087246152928063,0.023471167733462507,0.2804019295718221,4.0
