,accuracy,auc_macro,auc_micro,best_params,f1_binary,f1_macro,f1_micro,fold_index,r2,threshold
0,0.9159362579071493,0.9570976763158703,0.9570976763158703,"{'bootstrap': True, 'criterion': 'entropy', 'max_features': 12, 'min_samples_leaf': 5}",0.8217812529204697,0.8833884632067015,0.9159362579071493,0,0.5359148847057602,0.5399866160654045
1,0.9145550322898223,0.9560610982082302,0.9560610982082302,"{'bootstrap': True, 'criterion': 'entropy', 'max_features': 12, 'min_samples_leaf': 5}",0.8188529952337933,0.8814724547364043,0.9145550322898223,1,0.5282896442167443,0.540572714257412
2,0.9162221732422305,0.9576305412621242,0.9576305412621242,"{'bootstrap': True, 'criterion': 'entropy', 'max_features': 12, 'min_samples_leaf': 5}",0.8223859441441722,0.8837844180457712,0.9162221732422305,2,0.5374858119971762,0.5412654881107712
3,0.914370729556976,0.9564114345614416,0.9564114345614416,"{'bootstrap': True, 'criterion': 'entropy', 'max_features': 12, 'min_samples_leaf': 5}",0.818460771639071,0.8812161178920865,0.914370729556976,3,0.5272645039750143,0.5404524150046566
4,0.9133562071574988,0.9558953083159631,0.9558953083159631,"{'bootstrap': True, 'criterion': 'entropy', 'max_features': 12, 'min_samples_leaf': 5}",0.816311272410087,0.879809395272812,0.9133562071574988,4,0.5216660258954673,0.541722078824311
