r2,mae_median,mae,mse,num_features,test_fold_i,train_r2,lambda_,max_features,split_version
-0.23545606974802924,-0.45618841028807167,-0.5820703619577764,-0.5760980267778973,1,0,0.553279,0.001,4,0
-0.28157313897541125,-0.4095945041772965,-0.5530294915746452,-0.5976025976268575,2,0,0.694984,0.001,4,0
0.2458310026314866,-0.2846908096147263,-0.4067365115832573,-0.35167197108811554,3,0,0.829988,0.001,4,0
-0.08732211828853642,-0.36950172364875333,-0.4989417542878494,-0.5070225823130596,4,0,0.89587,0.001,4,0
0.41183154945226663,-0.31242388630264567,-0.423612854770251,-0.341582295415045,1,1,0.488221,0.001,4,0
0.349927959773651,-0.3122543027187149,-0.44417484161792925,-0.3775331700958633,2,1,0.687335,0.001,4,0
0.35571263845930934,-0.2674520419243673,-0.4137658724072431,-0.3741736838435056,3,1,0.82362,0.001,4,0
0.09935185890754639,-0.3666160132396795,-0.5094656991005603,-0.5230567180357226,4,1,0.904014,0.001,4,0
0.39995793962631054,-0.32505105937372264,-0.5545414715819508,-0.698509108006259,1,2,0.47182799999999997,0.001,4,0
0.3617578934046156,-0.3124969239692044,-0.5666129685284412,-0.7429777910774031,2,2,0.651201,0.001,4,0
0.43190937327282264,-0.3114762305457654,-0.5304029717247768,-0.6613144363493303,3,2,0.795607,0.001,4,0
0.43418556030013045,-0.308070851242911,-0.5279411843073843,-0.6586647264788089,4,2,0.886058,0.001,4,0
0.24694242223504925,-0.4082430568797897,-0.7031177994042157,-1.1125904940550784,1,3,0.49718500000000004,0.001,4,0
0.39937214053307024,-0.36541578031287253,-0.6197959980738745,-0.8873861264246318,2,3,0.685633,0.001,4,0
0.4770114755430275,-0.36189153595786205,-0.5770965783373687,-0.772679378033345,3,3,0.827031,0.001,4,0
0.5875788864288927,-0.30296483394593665,-0.5019605993145602,-0.6093236746500743,4,3,0.9090809999999999,0.001,4,0
-0.24886154250460546,-0.46386384358599586,-0.5877923202300206,-0.5823490514741162,1,0,0.5506989999999999,0.003,4,0
-0.2953602069116459,-0.415026913913025,-0.5603238272720438,-0.604031561656908,2,0,0.691746,0.003,4,0
0.22675258112240515,-0.3239142327111363,-0.42348995041202436,-0.3605683141103813,3,0,0.818126,0.003,4,0
-0.11660846244433554,-0.4059193854298513,-0.5187815917604642,-0.5206789198331264,4,0,0.8835639999999999,0.003,4,0
0.41428686595851594,-0.2943138365355385,-0.4223682895575071,-0.3401563558778358,1,1,0.48413500000000004,0.003,4,0
0.3577581117496952,-0.2943026713877133,-0.442042862113789,-0.3729857631702877,2,1,0.67453,0.003,4,0
0.3943393177382577,-0.26169015293438563,-0.413786486213751,-0.35174101211472303,3,1,0.805579,0.003,4,0
0.12427643355135765,-0.3427367372169948,-0.5133352134853405,-0.5085816243595008,4,1,0.8860040000000001,0.003,4,0
0.4043261768330322,-0.31184334420209736,-0.5535603507552402,-0.6934240420145074,1,2,0.46627799999999997,0.003,4,0
0.3745901696614813,-0.3031567559988846,-0.5606400341798387,-0.7280397351746372,2,2,0.6409090000000001,0.003,4,0
0.4491969570325094,-0.31101389287109577,-0.5288371621733415,-0.6411899559020064,3,2,0.7749739999999999,0.003,4,0
0.45142199432905517,-0.31097290247771125,-0.5269065668969006,-0.6385997894454701,4,2,0.8618,0.003,4,0
0.2545690738687919,-0.4127722616438741,-0.7002644183598286,-1.1013226436811987,1,3,0.490825,0.003,4,0
0.4002743845152007,-0.3498188178665401,-0.6171422192492892,-0.8860531233349928,2,3,0.667658,0.003,4,0
0.471036813146811,-0.3665390478427399,-0.5850664027860512,-0.7815065285507702,3,3,0.803659,0.003,4,0
0.6122801598031222,-0.2740925667527421,-0.4879601444086797,-0.5728292514363933,4,3,0.883447,0.003,4,0
-0.21129740193185786,-0.45699069195574593,-0.5742130552448635,-0.5648327449121345,1,0,0.5563060000000001,0.0001,4,0
-0.20087033114133424,-0.40869702116293133,-0.5318407931208752,-0.5599705607725405,2,0,0.707201,0.0001,4,0
0.2980686561924577,-0.27506360034478355,-0.38836146472224187,-0.3273133476802266,3,0,0.843081,0.0001,4,0
-0.030115604512150895,-0.35666571008051196,-0.4791768976224366,-0.4803469598345203,4,0,0.90994,0.0001,4,0
0.42752518976227394,-0.3081359355255203,-0.4188386618705869,-0.3324681212774859,1,1,0.491863,0.0001,4,0
0.34954018670405396,-0.30504527488355354,-0.4402756032729804,-0.37775837159228787,2,1,0.704009,0.0001,4,0
0.43316268120379,-0.2572900752202263,-0.39051926479078325,-0.3291941148849593,3,1,0.8451360000000001,0.0001,4,0
0.18584647129404286,-0.34382922929374293,-0.4808282502910961,-0.47282446193205,4,1,0.925322,0.0001,4,0
0.40649823383827377,-0.3236336634644615,-0.5505960527288717,-0.6908955499279272,1,2,0.47424499999999997,0.0001,4,0
0.5328251463433697,-0.2779402194714568,-0.4843096245227135,-0.5438383604433007,2,2,0.65959,0.0001,4,0
0.639384622595218,-0.24755697319207912,-0.4213696788028736,-0.419792448295179,3,2,0.802022,0.0001,4,0
0.6303812690320529,-0.25453217307107695,-0.427008541336907,-0.4302732543615984,4,2,0.925484,0.0001,4,0
0.25671556357622727,-0.4171487286203975,-0.7015268145675683,-1.0981513535772367,1,3,0.499022,0.0001,4,0
0.4021726761265063,-0.3753428358621931,-0.621488987685701,-0.8832485287541221,2,3,0.697171,0.0001,4,0
0.5057456925492071,-0.3942576153726072,-0.5764211915408336,-0.7302265594984392,3,3,0.838418,0.0001,4,0
0.6257189853951934,-0.3054579331353673,-0.48417298320758384,-0.5529743159753103,4,3,0.9179229999999999,0.0001,4,0
-0.21329664547762772,-0.45699069195574593,-0.5800791479721314,-0.5657650000444449,1,0,0.555812,0.0003,4,0
-0.20285561352197212,-0.4115734023648199,-0.5371533632437392,-0.5608963057586133,2,0,0.706126,0.0003,4,0
0.2938911534130656,-0.27575130847559515,-0.3927537595911778,-0.32926133366450994,3,0,0.842102,0.0003,4,0
-0.027908165812049024,-0.3575821421886389,-0.48199405022033376,-0.4793176224825081,4,0,0.9088930000000001,0.0003,4,0
0.42764242078588965,-0.30615159806652115,-0.4200256046156678,-0.33240003866934326,1,1,0.49163900000000005,0.0003,4,0
0.3463323926133919,-0.30964811310245566,-0.44290468107644404,-0.37962131692314804,2,1,0.7034,0.0003,4,0
0.43041735170387907,-0.2579100938892247,-0.39174854825475486,-0.3307884811781138,3,1,0.844678,0.0003,4,0
0.18172579852253845,-0.3453596583637044,-0.48318280438198774,-0.4752175669390152,4,1,0.9249379999999999,0.0003,4,0
0.4067814298101057,-0.3200101996633273,-0.5519276047104564,-0.6905658814284356,1,2,0.473871,0.0003,4,0
0.5331368682566531,-0.2784657609867503,-0.48621922982352633,-0.5434754848884473,2,2,0.659971,0.0003,4,0
0.6411622445613644,-0.24467571469926175,-0.41951139372357005,-0.4177231181332701,3,2,0.802201,0.0003,4,0
0.6246795145861519,-0.2613078916812982,-0.43154420990199144,-0.4369106680948903,4,2,0.925098,0.0003,4,0
0.2575870937046897,-0.41374432497922264,-0.7014567344372161,-1.0968637280824003,1,3,0.498637,0.0003,4,0
0.40403838347733034,-0.37103863426538697,-0.6207696852414648,-0.8804920751647748,2,3,0.6961229999999999,0.0003,4,0
0.5070180723260151,-0.38483841967901666,-0.5734811234771546,-0.728346706368608,3,3,0.8370489999999999,0.0003,4,0
0.6294557649883206,-0.29706867239773155,-0.48056982661519515,-0.5474534825404599,4,3,0.9165409999999999,0.0003,4,0
-0.44219691574907616,-0.45392881749855085,-0.6261337438432532,-0.6956189976745587,1,0,0.559847,0.001,4,1
-1.048849284531102,-0.46395274710265577,-0.6918788216829711,-0.988227384296897,2,0,0.71048,0.001,4,1
-0.5520012332393309,-0.3558078664435392,-0.5770243955069921,-0.7485812308056963,3,0,0.846392,0.001,4,1
0.10758906975495974,-0.2661189467945012,-0.4380891359206626,-0.4304391377015556,4,0,0.911958,0.001,4,1
0.34359161354165435,-0.32686357803980215,-0.44764823879849436,-0.38073128716273297,1,1,0.493946,0.001,4,1
0.1752498286708678,-0.33218308496668625,-0.4927752541636673,-0.47837322129910254,2,1,0.694814,0.001,4,1
0.019945669605476946,-0.3018663275003861,-0.4975960587890842,-0.5684530459974487,3,1,0.8290719999999999,0.001,4,1
0.34733731257016354,-0.25667969969184534,-0.4070410119345452,-0.3785586994233485,4,1,0.906489,0.001,4,1
0.4949293228021874,-0.34200125741293635,-0.5380321870347514,-0.5879698365644526,1,2,0.47463500000000003,0.001,4,1
0.6175943839481406,-0.3006072735245007,-0.4683285020278473,-0.4451712952705826,2,2,0.6524260000000001,0.001,4,1
0.6384021899890824,-0.30408838332549015,-0.45291217388087124,-0.42094822537265275,3,2,0.791098,0.001,4,1
0.4527127857014166,-0.336410779219057,-0.5302403916575923,-0.6371155334739876,4,2,0.9098120000000001,0.001,4,1
0.36068333883342085,-0.43050313699322096,-0.6767467592821642,-0.9417540434739083,1,3,0.503742,0.001,4,1
0.5002827491184583,-0.3716127585919004,-0.5972050222575717,-0.736115246476794,2,3,0.686535,0.001,4,1
0.5525154306582519,-0.4525853687544083,-0.5969478679335144,-0.6591731893875471,3,3,0.8263780000000001,0.001,4,1
0.6128670068248759,-0.363387789636065,-0.5337141163945809,-0.5702714849000856,4,3,0.90495,0.001,4,1
-0.4390684703516743,-0.4748526330945195,-0.63269240839239,-0.6941100455835817,1,0,0.554898,0.003,4,1
-1.054023235675848,-0.5060611801435209,-0.7061421739477255,-0.9907229510742369,2,0,0.696557,0.003,4,1
-0.4656387671720117,-0.4260305528502851,-0.5924716696493236,-0.7069257734777705,3,0,0.816254,0.003,4,1
0.28232108204328354,-0.2880152857373635,-0.41540361082196436,-0.3461601422867505,4,0,0.877863,0.003,4,1
0.3482947523401664,-0.30597786192794707,-0.44438967335241436,-0.37800336331927953,1,1,0.49013100000000004,0.003,4,1
0.18211628636612465,-0.304146026783654,-0.48796620854179423,-0.4743905249617371,2,1,0.677341,0.003,4,1
0.047337091244458174,-0.2588021449455733,-0.4875956593922106,-0.5525654195853382,3,1,0.808149,0.003,4,1
0.5197802917956663,-0.20922450000000004,-0.3566190160781208,-0.27853798244722805,4,1,0.887652,0.003,4,1
0.4961917554055578,-0.3335634819816016,-0.5367222079273217,-0.5865001961260181,1,2,0.47048,0.003,4,1
0.42396804773971797,-0.3375558729618458,-0.562097603789299,-0.6705782539296609,2,2,0.642652,0.003,4,1
0.48441318708238157,-0.3802518201649245,-0.5479539082396941,-0.6002120253899229,3,2,0.77851,0.003,4,1
0.4830315549979811,-0.3762471117503402,-0.5465016609641651,-0.6018204299707713,4,2,0.8653870000000001,0.003,4,1
0.3635697805972429,-0.4277136193942472,-0.6750902999633808,-0.9375021314443185,1,3,0.498605,0.003,4,1
0.506411788262054,-0.3611388439203958,-0.5916558147960048,-0.7270867825766687,2,3,0.670231,0.003,4,1
0.5610482287692853,-0.4227923221142752,-0.5834495985372526,-0.6466038358710143,3,3,0.8014560000000001,0.003,4,1
0.6415365138039031,-0.29160093150639643,-0.503861222778032,-0.5280394803835206,4,3,0.8783270000000001,0.003,4,1
-0.43188147225354645,-0.44842291313732685,-0.6180665492773855,-0.6906435200635822,1,0,0.560617,0.0001,4,1
-1.045039168683708,-0.46069751221286287,-0.6871858968847292,-0.9863896401318352,2,0,0.712017,0.0001,4,1
-0.4749254005051451,-0.33986412124346577,-0.5589641563527384,-0.7114050221160261,3,0,0.848375,0.0001,4,1
0.16635075977682245,-0.2587820325849377,-0.4254466017292336,-0.4020964422843765,4,0,0.9145760000000001,0.0001,4,1
0.3360296306586348,-0.32125171159626287,-0.443346226809878,-0.38511740339151646,1,1,0.498169,0.0001,4,1
0.15440734114606514,-0.32920736418574315,-0.48777393064356434,-0.49046232202770035,2,1,0.709382,0.0001,4,1
-0.19252007163099627,-0.3193422834795675,-0.5435263353617695,-0.6916878443451688,3,1,0.847765,0.0001,4,1
0.3109033576925093,-0.2838297750652739,-0.4320605719473886,-0.3996911938021029,4,1,0.927335,0.0001,4,1
0.4854572302614455,-0.3425431924565159,-0.5426388256322167,-0.5989966194574973,1,2,0.478656,0.0001,4,1
0.5913960419437807,-0.3197940323241329,-0.4857297403681214,-0.47566967017530937,2,2,0.666429,0.0001,4,1
0.5237015811823238,-0.35673680030815463,-0.5239143784945901,-0.5544750786600389,3,2,0.810521,0.0001,4,1
0.26408901796857387,-0.3621524383736124,-0.6098911815203725,-0.8566988331843656,4,2,0.928192,0.0001,4,1
0.35122821918603564,-0.4415674549003494,-0.6836778780372846,-0.9556820351880716,1,3,0.506659,0.0001,4,1
0.4784188790202669,-0.3814249949217531,-0.6103307519440121,-0.7683221156570654,2,3,0.7031689999999999,0.0001,4,1
0.43102261939013176,-0.5182049747571192,-0.6802035079512947,-0.8381398161230147,3,3,0.843773,0.0001,4,1
0.43972325487142294,-0.4530123699336631,-0.647366130936496,-0.825323227501115,4,3,0.923218,0.0001,4,1
-0.44219691574907616,-0.45392881749855085,-0.6261337438432532,-0.6956189976745587,1,0,0.559847,0.0003,4,1
-1.048849284531102,-0.46395274710265577,-0.6918788216829711,-0.988227384296897,2,0,0.71048,0.0003,4,1
-0.5574838362769865,-0.356612876398606,-0.5783163729379387,-0.7512256705406963,3,0,0.84655,0.0003,4,1
0.10063723548584691,-0.2670361801435209,-0.44035696621081855,-0.43379223597369293,4,0,0.912184,0.0003,4,1
0.33160323366915656,-0.3204520408925038,-0.44938251282218006,-0.3876848109049856,1,1,0.497399,0.0003,4,1
0.14592770713079983,-0.32874861400813626,-0.49587170581159135,-0.49538069607639285,2,1,0.7067859999999999,0.0003,4,1
-0.17600792266712983,-0.3184743297581822,-0.5420047173036711,-0.6821104351308298,3,1,0.8434020000000001,0.0003,4,1
0.28958929580014436,-0.2734612287866591,-0.4330767911350325,-0.4120538180256147,4,1,0.922908,0.0003,4,1
0.4857532015928837,-0.34136607039589517,-0.5440449896067842,-0.5986520692326872,1,2,0.47808500000000004,0.0003,4,1
0.5929608459451695,-0.31437517460304193,-0.48504030710206036,-0.47384802897836525,2,2,0.663172,0.0003,4,1
0.5254063927570238,-0.3480359059553611,-0.5205099117435099,-0.552490449917561,3,2,0.8070109999999999,0.0003,4,1
0.2659595054280519,-0.351919057721091,-0.6065188803967207,-0.8545213355479021,4,2,0.9244180000000001,0.0003,4,1
0.3543360879583922,-0.43204522647549937,-0.6821114077213153,-0.9511039471125748,1,3,0.5060680000000001,0.0003,4,1
0.4830126512850287,-0.3723339070809615,-0.6086853504223381,-0.7615551973708385,2,3,0.699504,0.0003,4,1
0.43858854416324655,-0.5074736662656416,-0.6735349470511335,-0.8269947284372056,3,3,0.8386110000000001,0.0003,4,1
0.4526284521002871,-0.43380102678365395,-0.6367879414381636,-0.8063130524026993,4,3,0.9182,0.0003,4,1
-0.4516280766499505,-0.5045162824682865,-0.627377246899819,-0.6997795629145728,1,0,0.554709,0.001,4,2
-0.47083148490943794,-0.37260657403241454,-0.582817816598523,-0.709036860189579,2,0,0.694595,0.001,4,2
0.0755064044459075,-0.26769882033514514,-0.44273737168986455,-0.44566630710751254,3,0,0.8256110000000001,0.001,4,2
0.507027135428158,-0.18965976371599846,-0.3192203967200144,-0.23764512497922427,4,0,0.8931629999999999,0.001,4,2
0.36545447528874053,-0.3085185164199423,-0.4348100957650966,-0.37252011797318674,1,1,0.489788,0.001,4,2
0.2095216040811897,-0.3036908242631363,-0.47354073876620506,-0.46406300861852967,2,1,0.689168,0.001,4,2
-0.01398423732589138,-0.2981748056660861,-0.5059679940677081,-0.5952756941804499,3,1,0.8359979999999999,0.001,4,2
0.32892625018428445,-0.2315561350057773,-0.40706001840144523,-0.3939645978337216,4,1,0.914166,0.001,4,2
0.47504575634572843,-0.3336246593393518,-0.537601781637236,-0.6137729525922433,1,2,0.472821,0.001,4,2
