split_version,lambda_,num_features,best_value,metric
0,0.0001,4,-0.09916150070201674,mae_median
1,0.0001,4,-0.06961489221547312,mae_median
2,2.9999999999999997e-05,5,-0.08398073668195134,mae_median
3,0.0001,4,-0.10040670060958028,mae_median
4,1e-05,4,-0.07059087695963383,mae_median
