split_version,lambda_,num_features,best_value,metric
0,0.003,1,-0.8591644498809385,mae_median
1,0.003,2,-0.8477488440136953,mae_median
2,0.003,2,-0.8744418345489917,mae_median
3,0.001,1,-0.8618330068831868,mae_median
4,0.003,8,-0.8337985677193275,mae_median
