day,hour,inv_exposure_rate,meme_age,meme_pop_current,meme_pop_recent,n_exposures,neighb_activity,neighb_indegree,neighb_info_received,neighb_outdegree,node_activity,node_indegree,node_info_received,node_outdegree,order,time_between_last_and_first_exposures,time_between_last_and_second_last_exposures,time_since_nodes_last_tweet
0,0,0,0,0,0,0,0,0,0,0,0.00503753,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.00824804,0.00598266,0,0,0,0
0,0,0,0,0,0.00304349,0,0,0,0,0,0,0.00439644,0,0,0,0,0,0
0,0,0,0,0,0.00395737,0,0,0,0,0,0,0,0,0,0,0,0,0
