split_version,lambda_,num_features,best_value,metric
0,0.003,3,0.5205035154842573,f1_binary
1,0.003,7,0.519984469590525,f1_binary
2,0.003,7,0.5198012807196573,f1_binary
3,0.001,5,0.5221793946350218,f1_binary
4,0.001,5,0.5205257062976718,f1_binary
