split_version,lambda_,num_features,best_value,metric
0,0.001,2,0.9239455706492656,f1_binary
1,0.003,2,0.9344572094572094,f1_binary
2,2.9999999999999997e-05,3,0.9254318624902005,f1_binary
3,0.003,3,0.9314733369983508,f1_binary
4,0.0003,3,0.9185059031593685,f1_binary
