split_version,lambda_,num_features,best_value,metric
0,0.001,6,0.8775437980705717,f1_binary
1,0.0003,5,0.8777470380504203,f1_binary
2,0.003,14,0.8767679290642856,f1_binary
3,0.003,13,0.8807649043869517,f1_binary
4,0.001,9,0.8775115867083072,f1_binary
